Transaction ID,Date of Purchase,Time of Purchase,Purchase Type,Payment Method,Railcard,Ticket Class,Ticket Type,Price,Departure Station,Arrival Destination,Date of Journey,Departure Time,Arrival Time,Actual Arrival Time,Journey Status,Reason for Delay,Refund Request
6a3edd9d-6b76-4ae5-9f66,2/3/2024,4:10 PM,Station,Credit Card,Adult,Standard,Off-Peak,?7.00,London Euston,Birmingham New Street,2/3/2024,5:45 PM,7:05 PM,No Delay,Cancelled,Staffing,No
0a1a0968-1b0e-4136-b7d0,2/3/2024,4:10 PM,Station,Credit Card,Adult,Standard,Off-Peak,?7.00,London Euston,Birmingham New Street,2/3/2024,5:45 PM,7:05 PM,No Delay,Cancelled,Staffing,No
d72ef04c-ba28-4f55-9c58,2/3/2024,4:11 PM,Station,Credit Card,None,Standard,Off-Peak,?4.00,Manchester Piccadilly,Liverpool Lime Street,2/3/2024,5:45 PM,6:15 PM,No Delay,Cancelled,Signal Failure,No
a0dbaf51-672e-4394-ae8c,2/3/2024,4:11 PM,Station,Credit Card,None,Standard,Off-Peak,?4.00,Manchester Piccadilly,Liverpool Lime Street,2/3/2024,5:45 PM,6:15 PM,No Delay,Cancelled,Signal Failure,No
be7a5782-5ec4-409f-9345,2/3/2024,5:50 PM,Online,Contactless,Adult,Standard,Advance,?7.00,Birmingham New Street,Manchester Piccadilly,2/4/2024,4:15 PM,5:35 PM,No Delay,Cancelled,Signal failure,No
62e4be2d-afee-4bef-ae9c,2/3/2024,5:57 PM,Online,Contactless,Adult,Standard,Advance,?7.00,Birmingham New Street,Manchester Piccadilly,2/4/2024,4:15 PM,5:35 PM,No Delay,Cancelled,Signal failure,No
6f70e6c7-4d9c-426e-9deb,2/3/2024,6:31 PM,Station,Contactless,Senior,Standard,Off-Peak,?21.00,Birmingham New Street,London Euston,2/3/2024,8:00 PM,9:20 PM,No Delay,Cancelled,Staff Shortage,Yes
56c78740-a6b9-4abc-bacb,2/3/2024,7:36 PM,Station,Credit Card,None,Standard,Advance,?3.00,Manchester Piccadilly,Liverpool Lime Street,2/4/2024,5:45 PM,6:15 PM,7:00 PM,Delayed,Weather Conditions,No
3093ab85-4721-442c-960c,2/3/2024,8:28 PM,Station,Credit Card,None,Standard,Advance,?13.00,London Paddington,Reading,2/9/2024,5:45 PM,6:45 PM,No Delay,Cancelled,Staff Shortage,Yes
8a6aac0b-f6bf-4ee0-bc3d,2/3/2024,9:35 PM,Station,Credit Card,None,Standard,Advance,?13.00,London Paddington,Reading,2/26/2024,8:00 PM,9:00 PM,No Delay,Cancelled,Signal Failure,No
a09bcf06-02fc-4cd3-8cce,2/3/2024,9:38 PM,Online,Credit Card,Adult,Standard,Advance,?4.00,London Euston,Birmingham New Street,2/25/2024,8:00 PM,9:20 PM,No Delay,Cancelled,Technical Issue,No
95051ef6-ccf5-4b31-869d,2/3/2024,9:48 PM,Online,Contactless,None,Standard,Advance,?72.00,London Euston,Manchester Piccadilly,2/17/2024,8:15 PM,10:05 PM,No Delay,Cancelled,Signal Failure,Yes
698d7801-17f2-4a08-83b7,2/4/2024,2:49 AM,Online,Contactless,None,Standard,Advance,?7.00,London Euston,Birmingham New Street,2/27/2024,1:15 AM,2:35 AM,No Delay,Cancelled,Signal failure,Yes
ddccb177-e7a2-4271-bef7,2/4/2024,3:33 AM,Online,Credit Card,None,Standard,Advance,?12.00,Manchester Piccadilly,Nottingham,2/22/2024,2:00 AM,3:00 AM,No Delay,Cancelled,Traffic,Yes
7325363c-5c3b-47a9-8b82,2/4/2024,5:05 AM,Station,Credit Card,None,Standard,Advance,?84.00,Manchester Piccadilly,London Euston,2/22/2024,3:30 AM,5:20 AM,5:36 AM,Delayed,Weather Conditions,No
3c511551-4baf-4a23-b8bc,2/4/2024,5:08 AM,Station,Credit Card,None,Standard,Advance,?3.00,Manchester Piccadilly,Liverpool Lime Street,2/15/2024,3:30 AM,4:00 AM,4:13 AM,Delayed,Weather Conditions,No
4ad5b2d5-1cdd-40e1-b02e,2/4/2024,6:33 AM,Station,Credit Card,None,Standard,Off-Peak,?113.00,Liverpool Lime Street,London Euston,2/4/2024,8:00 AM,10:15 AM,No Delay,Cancelled,Weather,No
825dcefe-a82d-4ed7-916e,2/4/2024,6:43 AM,Station,Credit Card,None,Standard,Off-Peak,?113.00,Liverpool Lime Street,London Euston,2/4/2024,8:00 AM,10:15 AM,No Delay,Cancelled,Weather,No
3ce53292-ca04-4e6c-a42a,2/4/2024,6:43 AM,Station,Credit Card,None,Standard,Off-Peak,?113.00,Liverpool Lime Street,London Euston,2/4/2024,8:00 AM,10:15 AM,No Delay,Cancelled,Weather,Yes
a346961b-e472-4de5-ad36,2/4/2024,7:15 AM,Online,Credit Card,None,Standard,Off-Peak,?19.00,London Paddington,Reading,2/4/2024,7:45 AM,8:45 AM,No Delay,Cancelled,Staffing,No
91edd779-c67a-439e-a858,2/4/2024,7:17 AM,Online,Credit Card,None,Standard,Off-Peak,?19.00,London Paddington,Reading,2/4/2024,7:45 AM,8:45 AM,No Delay,Cancelled,Staffing,Yes
e6d23ded-fc07-4115-8413,2/4/2024,7:23 AM,Online,Credit Card,None,Standard,Off-Peak,?19.00,London Paddington,Reading,2/4/2024,7:45 AM,8:45 AM,No Delay,Cancelled,Staffing,No
603db8b9-ab60-4499-8531,2/4/2024,7:28 AM,Online,Credit Card,None,Standard,Off-Peak,?19.00,London Paddington,Reading,2/4/2024,7:45 AM,8:45 AM,No Delay,Cancelled,Staffing,No
2170fd23-f53f-4840-b4c9,2/4/2024,7:51 AM,Online,Credit Card,Senior,Standard,Advance,?2.00,Manchester Piccadilly,Liverpool Lime Street,2/25/2024,6:15 AM,6:45 AM,No Delay,Cancelled,Weather,No
7f277bc2-b82c-408b-9d92,2/4/2024,8:15 AM,Online,Credit Card,None,Standard,Advance,?18.00,London Paddington,Oxford,2/13/2024,7:45 AM,9:15 AM,No Delay,Cancelled,Traffic,Yes
fa99861f-0fb2-438b-b02d,2/4/2024,8:15 AM,Online,Credit Card,None,Standard,Advance,?18.00,London Paddington,Oxford,2/9/2024,7:45 AM,9:15 AM,No Delay,Cancelled,Staff Shortage,No
1f0a71b3-4241-4176-8773,2/4/2024,8:16 AM,Online,Contactless,None,Standard,Advance,?13.00,London Paddington,Reading,2/26/2024,6:45 AM,7:45 AM,No Delay,Cancelled,Weather,Yes
582f8815-6857-45a5-ad8c,2/4/2024,8:29 AM,Station,Credit Card,None,Standard,Advance,?13.00,London Paddington,Reading,2/26/2024,6:45 AM,7:45 AM,No Delay,Cancelled,Weather,No
57b76280-9fba-4d14-9b4b,2/4/2024,9:14 AM,Online,Credit Card,None,Standard,Advance,?34.00,York,Peterborough,2/12/2024,7:30 AM,8:40 AM,No Delay,Cancelled,Staffing,No
8ec1e9cd-b99b-49b8-b8b4,2/4/2024,9:30 AM,Station,Credit Card,None,Standard,Advance,?76.00,Liverpool Lime Street,London Euston,2/11/2024,8:00 AM,10:15 AM,No Delay,Cancelled,Staff Shortage,No
067aa158-da28-42bc-b509,2/4/2024,9:30 AM,Station,Credit Card,None,Standard,Advance,?76.00,Liverpool Lime Street,London Euston,2/21/2024,8:00 AM,10:15 AM,11:07 AM,Delayed,Weather,No
ca6812e3-b637-4e88-82f6,2/4/2024,9:30 AM,Station,Credit Card,None,Standard,Advance,?76.00,Liverpool Lime Street,London Euston,2/9/2024,8:00 AM,10:15 AM,10:45 AM,Delayed,Weather,No
4b57769e-635b-422b-a4a4,2/4/2024,9:31 AM,Station,Credit Card,None,Standard,Advance,?76.00,Liverpool Lime Street,London Euston,2/5/2024,8:00 AM,10:15 AM,10:38 AM,Delayed,Weather,No
ceeb9f70-7316-456a-ba96,2/4/2024,9:35 AM,Station,Credit Card,None,Standard,Advance,?76.00,Liverpool Lime Street,London Euston,2/22/2024,8:00 AM,10:15 AM,11:00 AM,Delayed,Weather,No
d2c17276-d2a7-43a0-958f,2/4/2024,9:35 AM,Station,Credit Card,None,Standard,Advance,?76.00,Liverpool Lime Street,London Euston,2/28/2024,8:00 AM,10:15 AM,10:46 AM,Delayed,Weather,No
53868696-2ba8-4da1-9545,2/4/2024,9:38 AM,Station,Credit Card,None,Standard,Advance,?76.00,Liverpool Lime Street,London Euston,2/13/2024,8:00 AM,10:15 AM,11:04 AM,Delayed,Weather Conditions,No
153d0401-3a6a-47cb-a18f,2/4/2024,9:38 AM,Station,Credit Card,None,Standard,Advance,?84.00,Manchester Piccadilly,London Euston,2/21/2024,8:00 AM,9:50 AM,10:45 AM,Delayed,Weather,No
ea83c3f3-0d0e-4ceb-8c99,2/4/2024,9:42 AM,Online,Credit Card,Disabled,First Class,Advance,?72.00,London Euston,Manchester Piccadilly,2/18/2024,8:00 AM,9:50 AM,No Delay,Cancelled,Traffic,No
e6b00abd-714a-4ee9-b229,2/4/2024,9:43 AM,Station,Credit Card,None,Standard,Advance,?76.00,Liverpool Lime Street,London Euston,2/14/2024,8:00 AM,10:15 AM,10:36 AM,Delayed,Weather,No
2b988919-3e0b-4cb0-828d,2/4/2024,9:43 AM,Station,Credit Card,None,Standard,Advance,?76.00,Liverpool Lime Street,London Euston,2/16/2024,8:00 AM,10:15 AM,11:12 AM,Delayed,Weather,No
22fc2208-6e24-4d7d-b92a,2/4/2024,9:44 AM,Station,Credit Card,None,Standard,Advance,?76.00,Liverpool Lime Street,London Euston,2/20/2024,8:00 AM,10:15 AM,11:01 AM,Delayed,Weather,No
85d8935f-5859-4363-98d9,2/4/2024,2:49 PM,Online,Contactless,Adult,Standard,Off-Peak,?11.00,Birmingham New Street,Manchester Piccadilly,2/4/2024,4:15 PM,5:35 PM,No Delay,Cancelled,Signal failure,No
68d30a34-d2cd-4800-8028,2/4/2024,2:50 PM,Station,Contactless,Senior,Standard,Advance,?2.00,Manchester Piccadilly,Liverpool Lime Street,2/13/2024,1:15 PM,1:45 PM,No Delay,Cancelled,Signal Failure,No
5cddeee2-ff62-4df3-9498,2/4/2024,2:51 PM,Online,Contactless,Adult,Standard,Off-Peak,?11.00,Birmingham New Street,Manchester Piccadilly,2/4/2024,4:15 PM,5:35 PM,No Delay,Cancelled,Signal failure,No
45c8a6e4-6176-4c37-93a5,2/4/2024,2:55 PM,Online,Contactless,Adult,Standard,Off-Peak,?11.00,Birmingham New Street,Manchester Piccadilly,2/4/2024,4:15 PM,5:35 PM,No Delay,Cancelled,Signal failure,No
ce431b1c-a53f-41be-b699,2/4/2024,3:07 PM,Station,Contactless,Senior,Standard,Advance,?2.00,Manchester Piccadilly,Liverpool Lime Street,2/14/2024,1:30 PM,2:00 PM,No Delay,Cancelled,Staff Shortage,No
71bd6e80-3eef-47b5-8077,2/4/2024,4:00 PM,Station,Credit Card,None,Standard,Off-Peak,?4.00,Manchester Piccadilly,Liverpool Lime Street,2/4/2024,5:45 PM,6:15 PM,7:00 PM,Delayed,Weather Conditions,No
948221c2-aaa1-4c07-98c3,2/4/2024,4:02 PM,Station,Credit Card,None,Standard,Off-Peak,?4.00,Manchester Piccadilly,Liverpool Lime Street,2/4/2024,5:45 PM,6:15 PM,7:00 PM,Delayed,Weather Conditions,No
303116cd-1e4e-4512-8e3a,2/4/2024,4:14 PM,Station,Credit Card,None,Standard,Off-Peak,?4.00,Manchester Piccadilly,Liverpool Lime Street,2/4/2024,5:45 PM,6:15 PM,7:00 PM,Delayed,Weather Conditions,No
c5274f70-5a30-479a-8405,2/4/2024,5:20 PM,Online,Credit Card,None,Standard,Advance,?72.00,London Euston,Manchester Piccadilly,2/5/2024,2:45 PM,4:35 PM,No Delay,Cancelled,Signal Failure,No
9003a2fe-c0e3-4687-89ca,2/4/2024,5:27 PM,Online,Credit Card,None,Standard,Advance,?3.00,Manchester Piccadilly,Liverpool Lime Street,2/19/2024,2:45 PM,3:15 PM,No Delay,Cancelled,Signal Failure,No
2caeaaea-d281-4254-8fd8,2/4/2024,5:33 PM,Station,Debit Card,Disabled,Standard,Advance,?4.00,London Euston,Birmingham New Street,2/14/2024,4:00 PM,5:20 PM,6:59 PM,Delayed,Weather,No
218bc431-34e5-44bd-9914,2/4/2024,5:35 PM,Station,Credit Card,Adult,Standard,Advance,?4.00,London Euston,Birmingham New Street,2/25/2024,4:00 PM,5:20 PM,6:42 PM,Delayed,Weather,No
335ae303-48c2-4017-9cf9,2/4/2024,5:40 PM,Station,Credit Card,None,Standard,Advance,?3.00,Liverpool Lime Street,Manchester Piccadilly,2/8/2024,4:00 PM,4:30 PM,No Delay,Cancelled,Weather Conditions,Yes
0680fe4b-bad8-4a3d-8507,2/4/2024,7:25 PM,Online,Credit Card,Senior,Standard,Advance,?2.00,Manchester Piccadilly,Liverpool Lime Street,2/24/2024,6:45 PM,7:15 PM,No Delay,Cancelled,Traffic,No
c9f2953a-c658-4178-90f0,2/4/2024,7:26 PM,Online,Credit Card,Senior,Standard,Advance,?2.00,Manchester Piccadilly,Liverpool Lime Street,2/26/2024,6:45 PM,7:15 PM,No Delay,Cancelled,Signal Failure,No
89f76d60-e523-4ef7-a3da,2/4/2024,8:26 PM,Online,Credit Card,None,Standard,Advance,?5.00,Birmingham New Street,Tamworth,2/5/2024,6:45 PM,7:05 PM,No Delay,Cancelled,Staff Shortage,No
6b5e90e0-f16e-4c49-8c74,2/4/2024,8:28 PM,Online,Contactless,None,Standard,Advance,?3.00,Manchester Piccadilly,Liverpool Lime Street,2/26/2024,6:45 PM,7:15 PM,No Delay,Cancelled,Signal Failure,No
0b4bc177-2e20-4df3-bb33,2/5/2024,2:02 AM,Station,Contactless,None,Standard,Off-Peak,?50.00,Birmingham New Street,Reading,2/5/2024,3:30 AM,5:00 AM,No Delay,Cancelled,Staffing,Yes
10af9ad6-730c-4494-a5c6,2/5/2024,2:06 AM,Station,Credit Card,None,Standard,Off-Peak,?126.00,Manchester Piccadilly,London Euston,2/5/2024,3:30 AM,5:20 AM,5:32 AM,Delayed,Weather Conditions,No
3dca5c10-9d1e-4145-836c,2/5/2024,4:39 AM,Online,Credit Card,None,First Class,Advance,?57.00,London Kings Cross,York,2/26/2024,3:00 AM,4:50 AM,No Delay,Cancelled,Signal failure,Yes
2a53ee58-c9a2-403e-9ce0,2/5/2024,5:00 AM,Station,Credit Card,None,Standard,Advance,?84.00,Manchester Piccadilly,London Euston,2/26/2024,3:30 AM,5:20 AM,5:49 AM,Delayed,Weather Conditions,No
4e44d6b3-c86a-4fe6-bba9,2/5/2024,5:02 AM,Station,Credit Card,None,Standard,Advance,?84.00,Manchester Piccadilly,London Euston,2/6/2024,3:30 AM,5:20 AM,6:10 AM,Delayed,Weather Conditions,No
69d6a6f3-4b2d-4461-b3ad,2/5/2024,5:03 AM,Station,Credit Card,None,Standard,Advance,?3.00,Manchester Piccadilly,Liverpool Lime Street,2/29/2024,3:30 AM,4:00 AM,4:02 AM,Delayed,Weather Conditions,No
a3012ea4-2e9e-4476-9941,2/5/2024,5:07 AM,Station,Credit Card,None,Standard,Advance,?84.00,Manchester Piccadilly,London Euston,2/6/2024,3:30 AM,5:20 AM,6:10 AM,Delayed,Weather Conditions,No
133534d8-bece-4e2f-b968,2/5/2024,6:08 AM,Online,Credit Card,None,Standard,Anytime,?67.00,York,Peterborough,2/5/2024,7:30 AM,8:40 AM,No Delay,Cancelled,Weather Conditions,Yes
3e3b0fb7-29e0-493e-9e88,2/5/2024,6:15 AM,Online,Credit Card,None,Standard,Advance,?35.00,London Kings Cross,York,2/23/2024,4:45 AM,6:35 AM,No Delay,Cancelled,Signal Failure,Yes
74f9f974-c32c-4032-85e8,2/5/2024,6:32 AM,Station,Credit Card,None,Standard,Anytime,?151.00,Liverpool Lime Street,London Euston,2/5/2024,8:00 AM,10:15 AM,10:38 AM,Delayed,Weather,No
ee1402ad-f1a4-4b0b-94ff,2/5/2024,6:32 AM,Station,Credit Card,None,Standard,Anytime,?151.00,Liverpool Lime Street,London Euston,2/5/2024,8:00 AM,10:15 AM,10:38 AM,Delayed,Weather,No
e4caa09f-6acb-4595-8c4e,2/5/2024,6:44 AM,Station,Credit Card,None,Standard,Anytime,?151.00,Liverpool Lime Street,London Euston,2/5/2024,8:00 AM,10:15 AM,10:38 AM,Delayed,Weather,No
96a4a537-1c68-4e6d-b544,2/5/2024,7:45 AM,Online,Debit Card,Senior,Standard,Off-Peak,?3.00,Manchester Piccadilly,Liverpool Lime Street,2/5/2024,9:15 AM,9:45 AM,No Delay,Cancelled,Signal Failure,No
c8806d23-9a80-49af-87ae,2/5/2024,7:51 AM,Online,Contactless,Senior,First Class,Off-Peak,?10.00,Manchester Piccadilly,Liverpool Lime Street,2/5/2024,9:15 AM,9:45 AM,No Delay,Cancelled,Signal Failure,Yes
ab49e0f5-fb41-47c0-91c5,2/5/2024,8:19 AM,Online,Credit Card,None,Standard,Advance,?13.00,London Paddington,Reading,2/12/2024,7:45 AM,8:45 AM,No Delay,Cancelled,Weather Conditions,No
ee73f11d-6156-44ee-a143,2/5/2024,9:12 AM,Online,Credit Card,None,Standard,Advance,?9.00,Reading,Swindon,2/27/2024,7:30 AM,8:15 AM,No Delay,Cancelled,Technical Issue,Yes
ecdb9ec7-99da-45df-a553,2/5/2024,9:30 AM,Station,Credit Card,None,Standard,Advance,?76.00,Liverpool Lime Street,London Euston,2/21/2024,8:00 AM,10:15 AM,11:07 AM,Delayed,Weather,No
e1377992-8e04-4b49-a776,2/5/2024,9:32 AM,Station,Credit Card,None,First Class,Advance,?118.00,Liverpool Lime Street,London Euston,2/14/2024,8:00 AM,10:15 AM,10:36 AM,Delayed,Weather,No
a506dfd6-e0fb-4aca-8d5a,2/5/2024,9:34 AM,Station,Credit Card,None,Standard,Advance,?76.00,Liverpool Lime Street,London Euston,2/23/2024,8:00 AM,10:15 AM,11:09 AM,Delayed,Weather,No
ec679238-0fd1-4ab4-b244,2/5/2024,9:39 AM,Station,Credit Card,None,Standard,Advance,?76.00,Liverpool Lime Street,London Euston,2/21/2024,8:00 AM,10:15 AM,11:07 AM,Delayed,Weather,No
a02a7268-fd5f-4531-a995,2/5/2024,9:39 AM,Station,Credit Card,None,Standard,Advance,?76.00,Liverpool Lime Street,London Euston,2/22/2024,8:00 AM,10:15 AM,11:00 AM,Delayed,Weather,No
5c73352a-9449-4084-9f54,2/5/2024,9:41 AM,Station,Credit Card,None,Standard,Advance,?76.00,Liverpool Lime Street,London Euston,2/6/2024,8:00 AM,10:15 AM,11:02 AM,Delayed,Weather,No
adeca350-683b-47ef-aac1,2/5/2024,10:46 AM,Online,Debit Card,Adult,First Class,Advance,?6.00,Manchester Piccadilly,Liverpool Lime Street,2/17/2024,9:15 AM,9:45 AM,10:23 AM,Delayed,Weather,No
041eaea7-14fe-4432-8d91,2/5/2024,10:50 AM,Online,Debit Card,Adult,Standard,Advance,?2.00,Manchester Piccadilly,Liverpool Lime Street,2/6/2024,9:15 AM,9:45 AM,9:47 AM,Delayed,Weather,No
bd959ace-e67a-4bfe-a698,2/5/2024,12:33 PM,Online,Contactless,None,Standard,Advance,?8.00,London St Pancras,Birmingham New Street,2/6/2024,11:00 AM,12:20 PM,No Delay,Cancelled,Weather Conditions,No
635b2165-fadf-4f92-b326,2/5/2024,12:37 PM,Online,Contactless,None,Standard,Advance,?8.00,London St Pancras,Birmingham New Street,2/6/2024,11:00 AM,12:20 PM,No Delay,Cancelled,Weather Conditions,No
97e0a8af-3e48-4bf3-bbbd,2/5/2024,12:57 PM,Station,Credit Card,None,Standard,Advance,?3.00,Manchester Piccadilly,Liverpool Lime Street,2/23/2024,11:15 AM,11:45 AM,No Delay,Cancelled,Traffic,No
64674651-8854-42a1-ab9c,2/5/2024,2:47 PM,Online,Contactless,Adult,Standard,Advance,?5.00,London St Pancras,Birmingham New Street,2/6/2024,1:15 PM,2:35 PM,No Delay,Cancelled,Staff Shortage,Yes
10a22a76-5509-4441-bdaf,2/5/2024,3:01 PM,Station,Contactless,Senior,Standard,Advance,?2.00,Manchester Piccadilly,Liverpool Lime Street,2/14/2024,1:30 PM,2:00 PM,No Delay,Cancelled,Staff Shortage,No
174444b9-a7b1-4100-b06b,2/5/2024,3:03 PM,Station,Contactless,Senior,Standard,Advance,?2.00,Manchester Piccadilly,Liverpool Lime Street,2/14/2024,1:30 PM,2:00 PM,No Delay,Cancelled,Staff Shortage,No
4397e567-86dc-423a-b6fb,2/5/2024,3:20 PM,Online,Credit Card,None,First Class,Advance,?10.00,Liverpool Lime Street,Manchester Piccadilly,2/27/2024,1:45 PM,2:15 PM,No Delay,Cancelled,Traffic,Yes
8f1a3b18-218b-4d73-b1cb,2/5/2024,5:24 PM,Online,Credit Card,None,Standard,Anytime,?10.00,Birmingham New Street,Tamworth,2/5/2024,6:45 PM,7:05 PM,No Delay,Cancelled,Staff Shortage,No
240785d2-daba-43b1-9a51,2/5/2024,5:27 PM,Online,Credit Card,None,Standard,Anytime,?10.00,Birmingham New Street,Tamworth,2/5/2024,6:45 PM,7:05 PM,No Delay,Cancelled,Staff Shortage,No
b4f4d6d0-651f-4cf1-9563,2/5/2024,5:36 PM,Station,Credit Card,Adult,Standard,Advance,?4.00,London Euston,Birmingham New Street,2/14/2024,4:00 PM,5:20 PM,6:59 PM,Delayed,Weather,No
083890c1-8c0e-43df-b389,2/5/2024,7:26 PM,Online,Credit Card,Senior,Standard,Advance,?2.00,Manchester Piccadilly,Liverpool Lime Street,2/14/2024,6:45 PM,7:15 PM,No Delay,Cancelled,Traffic,No
256e38dc-33e9-4134-a5ef,2/5/2024,7:30 PM,Station,Debit Card,None,Standard,Advance,?8.00,London St Pancras,Birmingham New Street,2/6/2024,5:45 PM,7:05 PM,No Delay,Cancelled,Staffing,Yes
7bc02116-c95d-4ab9-9f2b,2/5/2024,8:09 PM,Online,Credit Card,Adult,First Class,Advance,?7.00,Liverpool Lime Street,Manchester Piccadilly,2/24/2024,6:30 PM,7:00 PM,No Delay,Cancelled,Technical Issue,No
feee17e5-380f-40f5-a23c,2/5/2024,8:15 PM,Online,Credit Card,None,Standard,Advance,?8.00,London St Pancras,Birmingham New Street,2/21/2024,6:45 PM,8:05 PM,No Delay,Cancelled,Signal failure,No
0eda841d-40f4-4aae-8e9e,2/5/2024,8:17 PM,Online,Credit Card,None,First Class,Advance,?54.00,London St Pancras,Birmingham New Street,2/17/2024,6:45 PM,8:05 PM,No Delay,Cancelled,Weather Conditions,No
3c68e584-67fd-407d-8490,2/5/2024,11:58 PM,Station,Credit Card,None,Standard,Advance,?13.00,London Paddington,Reading,2/6/2024,10:15 PM,11:15 PM,No Delay,Cancelled,Staffing,Yes
6843015d-e670-4cea-9a56,2/6/2024,12:40 AM,Online,Credit Card,None,Standard,Off-Peak,?53.00,London Kings Cross,York,2/6/2024,2:00 AM,3:50 AM,No Delay,Cancelled,Weather,Yes
f10dc9f2-80c3-4b9f-8b72,2/6/2024,5:01 AM,Station,Credit Card,None,Standard,Advance,?84.00,Manchester Piccadilly,London Euston,2/29/2024,3:30 AM,5:20 AM,5:20 AM,Delayed,Weather Conditions,No
0273b815-b7d2-437c-ba5a,2/6/2024,6:39 AM,Station,Credit Card,None,Standard,Anytime,?151.00,Liverpool Lime Street,London Euston,2/6/2024,8:00 AM,10:15 AM,11:02 AM,Delayed,Weather,No
9b58d6b8-941a-47b8-ad62,2/6/2024,6:39 AM,Station,Credit Card,None,Standard,Anytime,?151.00,Liverpool Lime Street,London Euston,2/6/2024,8:00 AM,10:15 AM,11:02 AM,Delayed,Weather,No
69ac878a-e9d1-4e51-9aaf,2/6/2024,6:40 AM,Station,Credit Card,None,Standard,Anytime,?151.00,Liverpool Lime Street,London Euston,2/6/2024,8:00 AM,10:15 AM,11:02 AM,Delayed,Weather,No
c57ba526-d674-4c1e-bc81,2/6/2024,6:42 AM,Station,Credit Card,None,Standard,Anytime,?151.00,Liverpool Lime Street,London Euston,2/6/2024,8:00 AM,10:15 AM,11:02 AM,Delayed,Weather,No
955c283f-0968-47a8-8fa8,2/6/2024,6:42 AM,Station,Credit Card,None,Standard,Anytime,?151.00,Liverpool Lime Street,London Euston,2/6/2024,8:00 AM,10:15 AM,11:02 AM,Delayed,Weather,No
f8e72e05-8d05-4207-bbec,2/6/2024,6:42 AM,Station,Credit Card,None,Standard,Anytime,?151.00,Liverpool Lime Street,London Euston,2/6/2024,8:00 AM,10:15 AM,11:02 AM,Delayed,Weather,No
cfa99a2f-0835-40ff-a3d7,2/6/2024,6:43 AM,Station,Credit Card,None,Standard,Anytime,?168.00,Manchester Piccadilly,London Euston,2/6/2024,8:00 AM,9:50 AM,10:31 AM,Delayed,Weather,No
93065d66-e0f9-4330-a59d,2/6/2024,7:29 AM,Online,Contactless,None,Standard,Advance,?35.00,London Kings Cross,York,2/7/2024,5:45 AM,7:35 AM,No Delay,Cancelled,Traffic,Yes
f41c5d37-a9de-42af-97ad,2/6/2024,7:45 AM,Online,Contactless,Senior,Standard,Off-Peak,?3.00,Manchester Piccadilly,Liverpool Lime Street,2/6/2024,9:15 AM,9:45 AM,9:47 AM,Delayed,Weather,No
926e3ca2-b654-47f2-b2f9,2/6/2024,8:05 AM,Online,Credit Card,Disabled,First Class,Advance,?36.00,London St Pancras,Wolverhampton,2/7/2024,6:30 AM,8:00 AM,No Delay,Cancelled,Staff Shortage,Yes
291153c0-cb17-478e-84b3,2/6/2024,8:08 AM,Online,Contactless,None,Standard,Advance,?8.00,London St Pancras,Birmingham New Street,2/7/2024,6:30 AM,7:50 AM,No Delay,Cancelled,Technical Issue,No
c8973003-f9f8-401d-b55d,2/6/2024,8:25 AM,Online,Credit Card,None,Standard,Advance,?13.00,London Paddington,Reading,2/20/2024,7:45 AM,8:45 AM,No Delay,Cancelled,Staffing,No
a8bff45b-e36c-4431-bea0,2/6/2024,8:25 AM,Online,Credit Card,None,Standard,Advance,?13.00,London Paddington,Reading,2/12/2024,7:45 AM,8:45 AM,No Delay,Cancelled,Weather Conditions,No
5dc18004-32b1-45ca-8361,2/6/2024,9:30 AM,Station,Credit Card,None,Standard,Advance,?76.00,Liverpool Lime Street,London Euston,2/25/2024,8:00 AM,10:15 AM,11:10 AM,Delayed,Weather,No
077809ff-b5e5-46ff-8a28,2/6/2024,9:31 AM,Station,Credit Card,None,Standard,Advance,?76.00,Liverpool Lime Street,London Euston,2/9/2024,8:00 AM,10:15 AM,10:45 AM,Delayed,Weather,No
e6907477-3ca4-48fe-969b,2/6/2024,9:33 AM,Station,Credit Card,None,Standard,Advance,?76.00,Liverpool Lime Street,London Euston,2/23/2024,8:00 AM,10:15 AM,11:09 AM,Delayed,Weather,No
781c4c8b-c8af-4bea-a00a,2/6/2024,9:34 AM,Station,Credit Card,None,Standard,Advance,?76.00,Liverpool Lime Street,London Euston,2/7/2024,8:00 AM,10:15 AM,11:13 AM,Delayed,Weather,No
1ccf7533-6979-4a5c-be30,2/6/2024,9:37 AM,Station,Credit Card,None,First Class,Advance,?118.00,Liverpool Lime Street,London Euston,2/29/2024,8:00 AM,10:15 AM,10:44 AM,Delayed,Weather Conditions,No
d78bf223-8495-4722-8473,2/6/2024,9:37 AM,Station,Credit Card,None,Standard,Advance,?76.00,Liverpool Lime Street,London Euston,2/29/2024,8:00 AM,10:15 AM,10:44 AM,Delayed,Weather Conditions,No
7d683242-deb1-4b71-81a1,2/6/2024,9:39 AM,Station,Credit Card,None,Standard,Advance,?76.00,Liverpool Lime Street,London Euston,2/7/2024,8:00 AM,10:15 AM,11:13 AM,Delayed,Weather,No
6abb65c7-dbb0-4dad-82f2,2/6/2024,9:44 AM,Station,Credit Card,None,Standard,Advance,?84.00,Manchester Piccadilly,London Euston,2/12/2024,8:00 AM,9:50 AM,10:08 AM,Delayed,Weather,No
